iter	Logloss
353	0.3189090729
354	0.3184314346
355	0.3181966019
356	0.3178160477
357	0.31747015
358	0.3169270515
359	0.3164725113
360	0.3161915588
361	0.315947876
362	0.3156105804
363	0.3152807808
364	0.3150009346
365	0.3147896194
366	0.3144524002
367	0.3141514969
368	0.3139340782
369	0.3137948418
370	0.3133292007
371	0.3132203674
372	0.3128754425
373	0.3125676155
374	0.3121814919
375	0.3119979858
376	0.3117456436
377	0.3113064766
378	0.3110277176
379	0.3108634567
380	0.3105764771
381	0.3101398849
382	0.3097531891
383	0.3094048691
384	0.3091621399
385	0.3089225388
386	0.3087356949
387	0.3084910202
388	0.3082139206
389	0.3079835892
390	0.307623291
391	0.3073430252
392	0.3069466019
393	0.3066435623
394	0.3062716675
395	0.3061676788
396	0.3058821678
397	0.3055939484
398	0.3052880096
399	0.3049147224
400	0.3046232986
401	0.3042674446
402	0.304209404
403	0.3039583397
404	0.3034971809
405	0.303120575
406	0.3027246094
407	0.3025471687
408	0.302192688
409	0.3018851089
410	0.3013603592
411	0.3011214256
412	0.3007001114
413	0.3004313087
414	0.3001251221
415	0.2997242737
416	0.299580307
417	0.2991980934
418	0.2990577316
419	0.2988409042
420	0.298597908
421	0.2982529068
422	0.2980898285
423	0.2976621056
424	0.2972841263
425	0.2970825195
426	0.2968099594
427	0.2964410591
428	0.2961519623
429	0.2959964752
430	0.2956262207
431	0.2954986191
432	0.2953984451
433	0.2953087234
434	0.2945991516
435	0.2942077255
436	0.2939581299
437	0.2937658691
438	0.2933707047
439	0.2932223511
440	0.2926368713
441	0.2923202133
442	0.2921785355
443	0.2917590332
444	0.2913994598
445	0.2910354042
446	0.2907435989
447	0.2904912949
448	0.290361824
449	0.2902404594
450	0.2901417923
451	0.2898031235
452	0.2893675613
453	0.2890394974
454	0.2887712479
455	0.2883857727
456	0.2881315041
457	0.2877733421
458	0.2876061249
459	0.2874310684
460	0.2872656631
461	0.2868108749
462	0.2864116859
463	0.2862700272
464	0.2860767746
465	0.2858302689
466	0.2856378937
467	0.2853808022
468	0.285212326
469	0.2850577927
470	0.2847829437
471	0.2845981979
472	0.2842128181
473	0.283855648
474	0.2837004471
475	0.2834002304
476	0.283045063
477	0.2827052498
478	0.2825413322
479	0.2822002792
480	0.2819387054
481	0.2815829468
482	0.2813156128
483	0.2810780525
484	0.2809021378
485	0.280569973
486	0.2802755737
487	0.2800749016
488	0.2797040558
489	0.2794672966
490	0.2791964722
491	0.2789946365
492	0.2788274765
493	0.2787737083
494	0.2784605217
495	0.2781932068
496	0.2780309296
497	0.2777671814
498	0.2775676346
499	0.2772690201
500	0.2771042633
501	0.2769573593
502	0.2766744423
503	0.276414566
504	0.2762439156
505	0.2759885406
506	0.2758973122
507	0.2757083702
508	0.275443821
509	0.2752545547
510	0.2750487709
511	0.274790287
512	0.2745407486
513	0.2742671204
514	0.2741264343
515	0.2738845062
516	0.273614502
517	0.273338089
518	0.2730683517
519	0.2727829742
520	0.2722745323
521	0.2718777847
522	0.2715755081
523	0.2713258362
524	0.2709850121
525	0.2707128906
526	0.2705135345
527	0.2700554276
528	0.2698111534
529	0.2696861649
530	0.2693800735
531	0.2692128372
532	0.2691091537
533	0.2690212631
534	0.2686752892
535	0.268381443
536	0.2680034828
537	0.2678137398
538	0.2675689888
539	0.2672673416
540	0.2671269226
541	0.2669521523
542	0.266841774
543	0.2666493988
544	0.2663763809
545	0.266159668
546	0.2660530663
547	0.2659049606
548	0.2657334137
549	0.2655288696
550	0.2653043747
551	0.2651657486
552	0.2649449348
553	0.2647731018
554	0.264550972
555	0.2643881226
556	0.2642397308
557	0.2639566803
558	0.2638034439
559	0.2634882355
560	0.2633734894
561	0.2630866241
562	0.2625210953
563	0.2622328758
564	0.261943512
565	0.2617364883
566	0.2614544296
567	0.2613452911
568	0.2609311867
569	0.2606770706
570	0.2604548264
571	0.2603282356
572	0.260041008
573	0.2598409462
574	0.2595023727
575	0.2592172813
576	0.259122963
577	0.2589780045
578	0.258777504
579	0.2585051346
580	0.2583171844
581	0.258168335
582	0.2579768562
583	0.2577995682
584	0.2576029396
585	0.2572117233
586	0.2570204926
587	0.2568706512
588	0.2566019821
589	0.2563604736
590	0.2561047363
591	0.2558750153
592	0.2556780624
593	0.2555020523
594	0.2551487541
595	0.2549074554
596	0.2547162628
597	0.2545913887
598	0.2543770218
599	0.2542090607
600	0.254125061
601	0.2539746094
602	0.2536359024
603	0.2534406471
604	0.2531845665
605	0.253088398
606	0.2527829361
607	0.2525258064
608	0.2521277618
609	0.251902771
610	0.2517064095
611	0.2515039444
612	0.2512905884
613	0.2511709213
614	0.2510905266
615	0.2508012009
616	0.2506515884
617	0.2504739952
618	0.2500735092
619	0.2496437454
620	0.2494479179
621	0.2491785431
622	0.2490371323
623	0.2488795471
624	0.2485922813
625	0.2483599091
626	0.248132782
627	0.2478855324
628	0.2476322556
629	0.2474156952
630	0.2470507431
631	0.2466942787
632	0.2464971161
633	0.246170311
634	0.2459261703
635	0.2457341766
636	0.2455479813
637	0.2453868675
638	0.2452356339
639	0.245102787
640	0.2448168373
641	0.2443806839
642	0.2441796875
643	0.2437741852
644	0.2436989594
645	0.2435089302
646	0.2431269646
647	0.2428011131
648	0.2425506592
649	0.2421630287
650	0.2419631958
651	0.2417507553
652	0.2416519547
653	0.2415061951
654	0.2413877869
655	0.2412761116
656	0.2409192276
657	0.2406684685
658	0.240418663
659	0.2403004074
660	0.2400233459
661	0.2399113464
662	0.2395903778
663	0.2393791962
664	0.2392523575
665	0.2388873672
666	0.2386499214
667	0.2384856987
668	0.238310585
669	0.2381535912
670	0.2378205299
671	0.2377031708
672	0.2374982071
673	0.2373167038
674	0.2369582748
675	0.2366618919
676	0.2365628624
677	0.2363984299
678	0.2362876701
679	0.2361437988
680	0.2360852242
681	0.2358243752
682	0.2355636978
683	0.2351335716
684	0.2350526047
685	0.2346949768
686	0.2344515419
687	0.2343259048
688	0.2340764046
689	0.2339073563
690	0.233766346
691	0.2336923409
692	0.2335557747
693	0.233305378
694	0.233160305
695	0.2330561829
696	0.2328611565
697	0.2325645828
698	0.2324259567
699	0.2323680496
700	0.2321803665
701	0.2320681572
702	0.2317756653
703	0.2314961052
704	0.2313018036
705	0.2310299301
706	0.2307272339
707	0.2304677582
708	0.2303018951
709	0.230139122
710	0.2300506973
711	0.2297209549
712	0.2294280052
713	0.2292463684
714	0.2292260361
715	0.2289724159
716	0.2286576462
717	0.2285606956
718	0.2283294296
719	0.2282168198
720	0.2280334854
721	0.2277017975
722	0.2275385475
723	0.2272701263
724	0.2270101738
725	0.2267182732
726	0.2265541077
727	0.2263202095
728	0.2262228775
729	0.2260279465
730	0.2258068085
731	0.2256731987
732	0.2255661964
733	0.2252416611
734	0.2250945282
735	0.2248601913
736	0.2247540474
737	0.224492054
738	0.2242861557
739	0.2241691589
740	0.2240211868
741	0.2238791656
742	0.2234925461
743	0.2232787132
744	0.223201828
745	0.223021431
746	0.2229135323
747	0.2225812912
748	0.2224328232
749	0.222319603
750	0.2220337677
751	0.2218624496
752	0.2216287613
753	0.2212929153
754	0.2211615372
755	0.2207057953
756	0.2204609489
757	0.2203882217
758	0.2202001572
759	0.2199642563
760	0.219776535
761	0.2196047401
762	0.2194563293
763	0.2192527199
764	0.2190116501
765	0.2187417221
766	0.2185935211
767	0.2182986259
768	0.218181591
769	0.2179586029
770	0.2177367783
771	0.217540226
772	0.2173754311
773	0.2171907806
774	0.217002964
775	0.2167266846
776	0.2165172005
777	0.2162833023
778	0.2161496353
779	0.215834198
780	0.2155487633
781	0.2153538322
782	0.2151486969
783	0.214842186
784	0.214604969
785	0.2145316887
786	0.2143141937
787	0.214169426
788	0.2139577293
789	0.2137554169
790	0.2136372185
791	0.2134461212
792	0.2132365227
793	0.2130389977
794	0.2129182053
795	0.2128458786
796	0.2126402855
797	0.212348175
798	0.2122060204
799	0.2119197464
800	0.2117435837
801	0.2116680527
802	0.2115509033
803	0.2113898087
804	0.2112091064
805	0.2110219193
806	0.2106917763
807	0.2104764175
808	0.2103762245
809	0.2101393318
810	0.2099093628
811	0.209556675
812	0.2093219757
813	0.2092315483
814	0.2090115356
815	0.2087552834
816	0.2085665131
817	0.2084999847
818	0.2082632446
819	0.2081281853
820	0.2079020691
821	0.2075666809
822	0.2073600388
823	0.2072164536
824	0.2070150948
825	0.20684412
826	0.206589241
827	0.2063766289
828	0.2061660957
829	0.2061266518
830	0.2059824181
831	0.2057626915
832	0.2056366158
833	0.2052612877
834	0.2050434113
835	0.2049372482
836	0.2047463799
837	0.2047163391
838	0.2045564461
839	0.2045000267
840	0.2043795395
841	0.2042490959
842	0.2040769577
843	0.203853569
844	0.2036904526
845	0.2035181999
846	0.2034687424
847	0.2032559967
848	0.2031255341
849	0.2028941154
850	0.2028015137
851	0.2026312447
852	0.2023733902
853	0.2022301865
854	0.2020020676
855	0.2019053078
856	0.2016778755
857	0.2012550735
858	0.2010896873
859	0.2009354782
860	0.2008136177
861	0.200684166
862	0.2005451584
863	0.2003243637
864	0.2001212311
865	0.1999697304
866	0.1998107147
867	0.1996734047
868	0.1995319748
869	0.1993072891
870	0.1990568924
871	0.198906002
872	0.1987443733
873	0.1985200119
874	0.1982692337
875	0.1981195641
876	0.1980300331
877	0.1976573181
878	0.1974322701
879	0.197337265
880	0.1971656036
881	0.1970037079
882	0.1968108559
883	0.1965535164
884	0.1963997459
885	0.196144352
886	0.1960181618
887	0.1958089447
888	0.1955314255
889	0.1954211426
890	0.1953365135
891	0.195190773
892	0.1950193214
893	0.1948330307
894	0.1945644188
895	0.1944293785
896	0.1943894958
897	0.1941198921
898	0.1940071487
899	0.1937493324
900	0.1935739517
901	0.1934823418
902	0.1933984756
903	0.1932191467
904	0.1930709648
905	0.192808876
906	0.1926156616
907	0.1922710037
908	0.1920938873
909	0.1920472336
910	0.191742363
911	0.191598587
912	0.1913602829
913	0.1912586212
914	0.1908880043
915	0.1907239342
916	0.1905115509
917	0.1903552818
918	0.1901417732
919	0.190015564
920	0.1899194717
921	0.1897057915
922	0.1895910072
923	0.1894346619
924	0.1893382072
925	0.189168663
926	0.1889844513
927	0.1888669014
928	0.1886648941
929	0.1884994125
930	0.1884422684
931	0.188276825
932	0.1881736755
933	0.1880547523
934	0.1878899574
935	0.1877479553
936	0.1876721573
937	0.187416687
938	0.1872605515
939	0.1868800735
940	0.1866363716
941	0.1865759277
942	0.1865021515
943	0.1863471985
944	0.1861581039
945	0.1859385872
946	0.1858549118
947	0.1857819748
948	0.1856596756
949	0.1855410385
950	0.1852092743
951	0.1850484848
952	0.1848531723
953	0.184724884
954	0.1845798874
955	0.1844254494
956	0.184214325
957	0.1839272881
958	0.183805275
959	0.183601532
960	0.183481369
961	0.1832065582
962	0.1829976845
963	0.1827731705
964	0.1826339722
965	0.1825903702
966	0.1823937798
967	0.1822418594
968	0.182021122
969	0.1818181801
970	0.1815732765
971	0.1814215088
972	0.1811711502
973	0.1811080742
974	0.180905571
975	0.180865097
976	0.1807605934
977	0.1805276299
978	0.1804231453
979	0.1802920914
980	0.1801722336
981	0.1800014877
982	0.1798163414
983	0.1794618988
984	0.1792606926
985	0.1790443611
986	0.1788786697
987	0.1786074066
988	0.1783543396
989	0.1782413483
990	0.1780662727
991	0.1778947639
992	0.1777118301
993	0.1775878334
994	0.1775374031
995	0.1773792648
996	0.1772949219
997	0.1771763611
998	0.1770794678
999	0.1769150925
